ARNTL_(+),ASCL2_(+),ATF1_(+),ATF2_(+),ATF4_(+),ATF6_(+),BATF_(+),BCL11B_(+),BCLAF1_(+),BDP1_(+),BHLHE40_(+),BPTF_(+),CEBPB_(+),CEBPD_(+),CEBPG_(+),CHD1_(+),CHURC1_(+),CREB1_(+),CREB3_(+),CREM_(+),CTCF_(+),CUX1_(+),CXXC1_(+),DDIT3_(+),DRAP1_(+),EGR1_(+),ELF1_(+),ELF2_(+),ELK4_(+),EOMES_(+),EP300_(+),ETS1_(+),ETV3_(+),FLI1_(+),FOS_(+),FOSB_(+),FOSL2_(+),FOXJ3_(+),FOXN2_(+),GATA3_(+),GATAD1_(+),HIF1A_(+),HMBOX1_(+),HMGA1_(+),HOXB2_(+),HSF1_(+),IKZF1_(+),IKZF2_(+),IKZF3_(+),ILF2_(+),ING4_(+),IRF1_(+),IRF2_(+),IRF3_(+),IRF7_(+),IRF8_(+),IRF9_(+),JUN_(+),JUNB_(+),JUND_(+),KLF11_(+),KLF13_(+),KLF2_(+),KLF3_(+),KLF6_(+),KLF9_(+),MAF_(+),MAFF_(+),MAX_(+),MAZ_(+),MECP2_(+),METTL14_(+),MTF2_(+),MXD4_(+),NFAT5_(+),NFATC2_(+),NFATC3_(+),NFE2L2_(+),NFKB1_(+),NFKB2_(+),NFYB_(+),NFYC_(+),NR1H2_(+),NR3C1_(+),NR4A1_(+),PHF20_(+),POU2F2_(+),PRDM1_(+),PURA_(+),RAD21_(+),REL_(+),RELB_(+),RFXANK_(+),RUNX1_(+),RUNX3_(+),RXRB_(+),SATB1_(+),SIRT6_(+),SMAD2_(+),SMAD3_(+),SOX4_(+),SP3_(+),SREBF2_(+),STAT1_(+),STAT6_(+),TAF1_(+),TAF6_(+),TBX21_(+),TFDP1_(+),THAP11_(+),THRA_(+),TP53_(+),UBP1_(+),USF2_(+),XBP1_(+),YBX1_(+),YY1_(+),ZBED1_(+),ZBTB11_(+),ZBTB2_(+),ZBTB24_(+),ZBTB25_(+),ZBTB43_(+),ZBTB7A_(+),ZFX_(+),ZKSCAN1_(+),ZNF148_(+),ZNF160_(+),ZNF22_(+),ZNF493_(+),ZNF518A_(+),ZNF580_(+),ZNF791_(+)
,,,,RPL6,,,,DHX9,,RGS1,PFKP,PPP1R11,,,,,,,,,,,,HNRNPR,RCOR3,GADD45A,GID8,TCP11L2,RALA,,CSGALNACT2,,LAT,IGFLR1,EIF2B2,,,,MED30,,,,,,,LRPPRC,,FAM98B,FAM49B,,ELOVL5,,,GMFG,TSPAN14,,CSRP1,CDK11A,,,,CLTA,,,,,PTPN7,,LRBA,,,,,,,,,,,SNRNP27,,,,,LPGAT1,,,TMED3,,,,,,,,,,,,,UBA2,,RNF145,,,,GBP2,NABP2,,,,,,,COX7A2,DTNBP1,,,,,,,COTL1,,,,,,,,GOLGA4,
,,,,RPL8,,,,DMAP1,,RING1,PIGT,PPP1R15A,,,,,,,,,,,,HSP90AB1,RHOC,GCLM,GLRX3,TIMP1,RAP1B,,CSNK1A1,,LAX1,IL2RB,EIF2B4,,,,MLST8,,,,,,,LSM3,,FASTK,FBXW2,,EMC7,,,GMPR2,TTC39B,,CST3,CDK19,,,,CLTC,,,,,PYCR2,,LRP10,,,,,,,,,,,SON,,,,,LPIN2,,,TMED4,,,,,,,,,,,,,UBE2E3,,RNF213,,,,GGPS1,NAP1L1,,,,,,,COX7B,DYNLRB1,,,,,,,COX5B,,,,,,,,GOSR1,
,,,,RPLP1,,,,DMTF1,,RLIM,PKN1,PPP1R35,,,,,,,,,,,,HSPA4,RMND5A,GFOD1,GLUL,TMBIM4,RAPGEF6,,CTBP2,,LDLR,INTS6,EIF3G,,,,MMP25-AS1,,,,,,,LYPLA2,,FCER1G,FCMR,,EPRS,,,GNPTAB,UBE2F,,CSTB,CDK5RAP3,,,,CMIP,,,,,QRICH1,,LSP1,,,,,,,,,,,SRSF1,,,,,LYPLA2,,,TMEM183A,,,,,,,,,,,,,UBE2J2,,RPS6KA3,,,,GLTP,NASP,,,,,,,COX7C,EAPP,,,,,,,COX6B1,,,,,,,,GRK2,
,,,,RPLP2,,,,DNAJB9,,RNF10,PLEKHA2,PPP4R3A,,,,,,,,,,,,HSPD1,RNF138,GIMAP4,GNAS,TMEM263,RASGRP1,,CTDNEP1,,LEPROTL1,IRF1,EIF3H,,,,MOB3A,,,,,,,M6PR,,FDPS,FDFT1,,ESYT1,,,GPBP1L1,UFL1,,CSTF2T,CDKN2AIPNL,,,,CMPK1,,,,,RAB11B,,LTV1,,,,,,,,,,,STK24,,,,,MAGOH,,,TRAF5,,,,,,,,,,,,,UPP1,,RPSA,,,,GMIP,NCAPH2,,,,,,,COX8A,ECHDC1,,,,,,,CPD,,,,,,,,GRN,
,,,,RPS10,,,,DNAJC21,,RNF187,POLG,PPP6R3,,,,,,,,,,,,HSPE1,RPL10A,GIT2,GNPAT,TMEM70,RBCK1,,CTDSP1,,LIMD2,IRS2,EIF3L,,,,MORF4L2,,,,,,,MAP2K1,,FGD5-AS1,FDPS,,ETF1,,,GPR65,UQCR11,,CTBP2,CEBPB,,,,CMTM6,,,,,RAB4B,,LY6E,,,,,,,,,,,STK38,,,,,MAP2K3,,,TRAPPC2,,,,,,,,,,,,,UQCC2,,RWDD1,,,,GNAS,NDUFA1,,,,,,,CPSF6,EDEM2,,,,,,,CRBN,,,,,,,,GSAP,
,,,,RPS12,,,,DNAJC9,,RNF44,PPP1CA,PRMT9,,,,,,,,,,,,ICAM2,RPL19,GLO1,GNPTAB,TMSB10,RBM10,,CYB5R3,,LIME1,ISCA1,EIF3M,,,,MPC2,,,,,,,MAP2K2,,FGFR1OP2,FIBP,,ETS1,,,GPS1,VASP,,CTDP1,CEBPD,,,,CMTR2,,,,,RABEP2,,LYPLA2,,,,,,,,,,,SUPT5H,,,,,MAP3K7,,,TRAPPC2B,,,,,,,,,,,,,UQCRC1,,RWDD3,,,,GNB2,NDUFS7,,,,,,,CRCP,EIF2A,,,,,,,CREB1,,,,,,,,GTF2F2,
,,,,RPS15A,,,,DNTTIP2,,RPL15,PRDX1,PRRC2C,,,,,,,,,,,,IFI16,RPL38,GLRX3,GOLGA3,TNIK,RBM3,,CYTH2,,LINC00299,ITGB1,EIF4A2,,,,MRPL13,,,,,,,MAPK13,,FKBP1A,FKBP2,,EXOC7,,,GRK6,WAPL,,CTDSP1,CEBPZ,,,,CNBP,,,,,RABGGTA,,MAGED2,,,,,,,,,,,SYNE2,,,,,MAPK13,,,TRAPPC3,,,,,,,,,,,,,URM1,,SAMD9,,,,GNL3L,NFYB,,,,,,,CRELD2,EIF2B4,,,,,,,CSGALNACT2,,,,,,,,GTF2I,
,,,,RPS16,,,,DPH3,,RPL23,PRDX6,PSMC5,,,,,,,,,,,,IFITM1,RPL39L,GLTP,GPN1,TOX,RNF181,,CYTIP,,LINC00861,JPX,EIF4B,,,,MRPL16,,,,,,,MARK3,,FOXO3,FLAD1,,EXOSC6,,,GRPEL1,WDR74,,CTDSP2,CELF2,,,,CNIH4,,,,,RACK1,,MAP2K1,,,,,,,,,,,TARDBP,,,,,MDH2,,,TRIM44,,,,,,,,,,,,,YIPF4,,SAMD9L,,,,GNPTAB,NHP2,,,,,,,CREM,EIF3A,,,,,,,CSNK1D,,,,,,,,GUSB,
,,,,RPS17,,,,DPY30,,RPL24,PRELID1,PTGER2,,,,,,,,,,,,IFNG,RPL8,GMFB,GTF3C6,TRIM28,RORA,,DCLRE1C,,LIPA,JUN,EIF4E,,,,MRPS12,,,,,,,MEA1,,FOXP1,FN3KRP,,EZR,,,GSDMD,YPEL5,,CTNNBL1,CERS2,,,,CNOT8,,,,,RBM7,,MAP3K8,,,,,,,,,,,TCP1,,,,,MDM4,,,TRIM56,,,,,,,,,,,,,ZC3H13,,SBDS,,,,GPCPD1,NIPA2,,,,,,,CRLS1,EIF3M,,,,,,,CSNK1G3,,,,,,,,H3F3B,
,,,,RPS18,,,,DR1,,RPS11,PRKAR1A,PTGES3,,,,,,,,,,,,IFT20,RPS11,GNA13,HDAC2,TRMT2A,RPL22L1,,DCTN6,,LLGL2,JUNB,EIF4E2,,,,MTDH,,,,,,,MED8,,FRA10AC1,FOSL2,,FAM111A,,,GTF3C1,ZMYND11,,CTSO,CFL1,,,,COA1,,,,,REST,,MBD1,,,,,,,,,,,TECR,,,,,MED19,,,UBE2M,,,,,,,,,,,,,,,SCAMP4,,,,GRK6,NME1,,,,,,,CSRP1,EIF4A2,,,,,,,CSNK2B,,,,,,,,HACD4,
,,,,RPS20,,,,DUS1L,,RPS6KB2,PRPS1,PXN,,,,,,,,,,,,IGFBP7,RPS19,GNAI2,HDGF,U2AF2,RPL26L1,,DCUN1D5,,LMO4,KBTBD2,EIF4G2,,,,MTRNR2L8,,,,,,,METTL17,,FUT11,FTH1,,FAM177A1,,,GTPBP4,ZNF600,,CWC27,CFLAR,,,,COMMD2,,,,,RNH1,,MCM5,,,,,,,,,,,TIA1,,,,,MGAT1,,,USP33,,,,,,,,,,,,,,,SCNM1,,,,GRPEL1,NMI,,,,,,,CTBP1,EIF4G2,,,,,,,CSRP1,,,,,,,,HAUS1,
,,,,RPS24,,,,DUSP10,,SAP30BP,PRR13,RAB11FIP4,,,,,,,,,,,,IKZF1,RPS26,GNG10,HEBP2,UBP1,RSL24D1,,DDAH2,,LPGAT1,KDM2A,EIF6,,,,MYADM,,,,,,,MIS18BP1,,GAB3,FXYD5,,FAM49B,,,GZMB,,,CXCR4,CGRRF1,,,,COMMD3,,,,,RPL10,,MCRS1,,,,,,,,,,,TMIGD2,,,,,MGST2,,,YWHAH,,,,,,,,,,,,,,,SDAD1,,,,GRSF1,NONO,,,,,,,CTDNEP1,EIF4G3,,,,,,,CTCF,,,,,,,,HAX1,
,,,,RPS26,,,,DYRK2,,SART1,PRRC2C,RAB29,,,,,,,,,,,,IL16,RPS29,GOSR1,HMGN2,USP8,SAMD3,,DDX17,,LTA4H,KDM6B,ELAVL1,,,,MYL12B,,,,,,,MOB2,,GABARAPL2,GABARAPL1,,FAU,,,GZMM,,,CYCS,CHD1,,,,COMMD6,,,,,RPL10A,,METRNL,,,,,,,,,,,TMPO,,,,,MIR4435-2HG,,,ZC3H15,,,,,,,,,,,,,,,SF3B1,,,,GSAP,NOP10,,,,,,,CTDSP1,ELK4,,,,,,,CTDNEP1,,,,,,,,HBP1,
,,,,RPS27,,,,ECHDC1,,SCAMP4,PSMD9,RBBP4,,,,,,,,,,,,ILF2,RPS6KA1,GPATCH4,HNRNPU,VPS28,SARAF,,DDX21,,LYZ,KIR3DL2,ELOVL5,,,,MZT2A,,,,,,,MON2,,GADD45B,GABARAPL2,,FBXL5,,,H2AFJ,,,CYHR1,CHD3,,,,COPS2,,,,,RPL11,,MGRN1,,,,,,,,,,,TOP2B,,,,,MLST8,,,ZFX,,,,,,,,,,,,,,,SFPQ,,,,GSDMD,NSUN6,,,,,,,CTDSPL2,EMC6,,,,,,,CXXC5,,,,,,,,HDAC10,
,,,,RPS27A,,,,EFHD2,,SEC14L1,PSMG2,REL,,,,,,,,,,,,ING4,RSRP1,GPATCH8,HSPA8,WAC,SART1,,DDX46,,MAPKAPK5-AS1,KLF10,ELP6,,,,NDUFB10,,,,,,,MOSPD3,,GANAB,GCDH,,FBXW5,,,HDGF,,,CYTH2,CHD4,,,,CORO1A,,,,,RPL13A,,MIER1,,,,,,,,,,,TOR3A,,,,,MPHOSPH8,,,ZFYVE16,,,,,,,,,,,,,,,SH3YL1,,,,GTF2A2,NT5C,,,,,,,CTSD,EML3,,,,,,,CYB5R3,,,,,,,,HIGD1A,
,,,,RPS3A,,,,EFTUD2,,SF3A1,PTGES3,RHOC,,,,,,,,,,,,IRAK4,SAT1,GPR65,HTATSF1,XIST,SAT1,,DDX6,,MARK3,KLF6,EPB41L4A-AS1,,,,NDUFS6,,,,,,,MRPL1,,GATA3,GGA1,,FES,,,HEBP2,,,DALRD3,CHIC2,,,,COTL1,,,,,RPL15,,MKLN1,,,,,,,,,,,TRAF5,,,,,MRPL11,,,ZMYND8,,,,,,,,,,,,,,,SHISA5,,,,GTF3A,NUDC,,,,,,,CUL1,ENDOV,,,,,,,CYB5R4,,,,,,,,HIPK2,
,,,,RPS6,,,,EHD1,,SH2D2A,PTK2B,RNASEK,,,,,,,,,,,,IRF1,SCOC,GPX4,IDS,YKT6,SDR39U1,,DEF6,,MAX,KLF9,ERAP2,,,,NFKB1,,,,,,,MRPL13,,GDI1,GGCT,,FGFBP2,,,HELZ2,,,DAZAP2,CHKB,,,,COX5A,,,,,RPL18,,MKNK2,,,,,,,,,,,TUBA4A,,,,,MRPL24,,,ZNF622,,,,,,,,,,,,,,,SIPA1,,,,GZMB,NUDT1,,,,,,,CWC15,ENO1,,,,,,,CYFIP2,,,,,,,,HIRIP3,
,,,,RPS9,,,,EIF3D,,SIRT6,PTP4A2,RNF130,,,,,,,,,,,,ISCA1,SDF2,GRB2,IKBKG,YME1L1,SEC22B,,DENND1C,,MBP,KMT2E-AS1,ERGIC1,,,,NFKB2,,,,,,,MRPS18B,,GDI2,GGPS1,,FIS1,,,HEXB,,,DBF4,CHMP1A,,,,COX7B,,,,,RPL19,,MPG,,,,,,,,,,,TUBB4B,,,,,MRPL40,,,ZNF800,,,,,,,,,,,,,,,SLC25A20,,,,H1FX,NUFIP2,,,,,,,CXCR4,EOMES,,,,,,,CYLD,,,,,,,,HIST1H1C,
,,,,RSRP1,,,,EIF3G,,SKAP2,PWP1,RNF14,,,,,,,,,,,,ISG15,SERPINB6,GTF2F1,IL27RA,YWHAH,SFI1,,DENND2D,,MDM4,KTI12,ERGIC2,,,,NFKBIB,,,,,,,MRPS36,,GFOD1,GIMAP1,,FKBP11,,,HIBADH,,,DCAF13,CHMP1B,,,,COX7C,,,,,RPL21,,MRPL20,,,,,,,,,,,TXNDC9,,,,,MRPL45,,,,,,,,,,,,,,,,,,SLC35A3,,,,HBP1,NUP58,,,,,,,CXXC5,EP300,,,,,,,CYTH1,,,,,,,,HM13,
,,,,RUNX1,,,,EIF4A1,,SKIL,RAB29,RNF187,,,,,,,,,,,,ITGB1,SF3B6,GTF2I,ILF2,YY1,SFPQ,,DENR,,METAP1,KTN1,ERGIC3,,,,NSMCE3,,,,,,,MRPS6,,GGA1,GLIPR1,,FLNA,,,HIF1A,,,DCAF7,CHMP3,,,,COX8A,,,,,RPL22,,MRPL28,,,,,,,,,,,UBB,,,,,MRPS21,,,,,,,,,,,,,,,,,,SLCO3A1,,,,HENMT1,NUTF2,,,,,,,CXorf38,EPS15,,,,,,,CYTH2,,,,,,,,HNRNPAB,
,,,,SDAD1,,,,EIF4A3,,SLA,RAB4B,RNF41,,,,,,,,,,,,ITGB1BP1,SH3BP1,GTF3C6,INSIG2,ZMYM2,SH3BP2,,DERA,,MIF4GD,LAMTOR4,ERICH1,,,,NUDT14,,,,,,,MTFR1L,,GIGYF1,GPAA1,,FNBP4,,,HINT2,,,DCUN1D1,CHMP5,,,,CPNE1,,,,,RPL24,,MRPL3,,,,,,,,,,,UBE2S,,,,,MTHFD2L,,,,,,,,,,,,,,,,,,SMAD7,,,,HES6,OLA1,,,,,,,CYB561A3,ERBB2,,,,,,,DAAM1,,,,,,,,HNRNPH1,
,,,,SEC23IP,,,,EIF4B,,SLC16A7,RORA,RPL7,,,,,,,,,,,,JAK1,SHOC2,GTPBP1,ISG20L2,ZRANB2,SKAP2,,DERL1,,MOAP1,LAX1,ESYT2,,,,NUP153,,,,,,,MTPN,,GNAI3,GPANK1,,FOS,,,HLA-A,,,DDX1,CHMP6,,,,CPNE3,,,,,RPL28,,MRPL33,,,,,,,,,,,UPP1,,,,,MTHFS,,,,,,,,,,,,,,,,,,SNHG1,,,,HIST1H1C,OSTM1,,,,,,,CYB5A,ERV3-1,,,,,,,DAZAP2,,,,,,,,HOTAIRM1,
,,,,SENP7,,,,EIF4G1,,SLC25A33,RPS6KA3,RPS19,,,,,,,,,,,,JMJD1C,SKIL,GYPC,JARID2,,SLC25A46,,DGUOK,,MOB1A,LEPROTL1,FAAP20,,,,OCIAD2,,,,,,,MYL12A,,GNB2,GPSM3,,FOXN2,,,HLA-B,,,DDX18,CIB1,,,,CPSF6,,,,,RPL29,,MRPS6,,,,,,,,,,,USP1,,,,,MTX1,,,,,,,,,,,,,,,,,,SNX3,,,,HLA-E,PA2G4,,,,,,,CYLD,ESCO1,,,,,,,DCAF8,,,,,,,,HSP90B1,
,,,,SETD5,,,,EIF4G3,,SLC2A3,RSRC1,RPS19BP1,,,,,,,,,,,,JTB,SMARCA5,HAT1,JOSD2,,SMARCA5,,DHRS1,,MPC1,LIMS1,FABP5,,,,OGT,,,,,,,N4BP2L2,,GNL1,GRSF1,,FOXN3,,,HLA-E,,,DDX21,CIR1,,,,CREBRF,,,,,RPL31,,MTSS1,,,,,,,,,,,VAMP2,,,,,MYCBP2,,,,,,,,,,,,,,,,,,SP100,,,,HLA-F,PANK2,,,,,,,DAD1,ESYT1,,,,,,,DCTN6,,,,,,,,HSPA9,
,,,,SF3B1,,,,EIF5A,,SLC35B2,RSRP1,RPS2,,,,,,,,,,,,JUN,SMARCE1,HEBP2,KDELR2,,SMS,,DICER1,,MPLKIP,LINC-PINT,FAF1,,,,ORMDL1,,,,,,,NAGK,,GOLPH3,GTF2A2,,FRG1,,,HM13,,,DDX3X,CIRBP,,,,CREBZF,,,,,RPL32,,MVB12A,,,,,,,,,,,VDAC3,,,,,MYLIP,,,,,,,,,,,,,,,,,,SPG7,,,,HNRNPL,PCNA,,,,,,,DAZAP2,EVL,,,,,,,DDT,,,,,,,,HTATIP2,
,,,,SGPL1,,,,EIF5A2,,SLMAP,SAT1,SAMD3,,,,,,,,,,,,KDM5A,SNAPC5,HEXB,KIAA2013,,SNAP23,,DLD,,MRPS14,LINC01619,FAM120A,,,,OSER1,,,,,,,NASP,,GPBP1,GTF2F1,,FTSJ1,,,HNRNPA1,,,DDX3Y,CITED2,,,,CRELD2,,,,,RPL34,,MVP,,,,,,,,,,,VEZF1,,,,,MZF1-AS1,,,,,,,,,,,,,,,,,,SQSTM1,,,,HSPA5,PDIA6,,,,,,,DBF4,EWSR1,,,,,,,DDX17,,,,,,,,IL7R,
,,,,SLC25A11,,,,ELP2,,SNAPC5,SCAMP2,SBK1,,,,,,,,,,,,KHDRBS1,SND1,HNRNPC,KLRC1,,SNHG3,,DMXL1,,MSL3,LST1,FAM120AOS,,,,PAPOLA,,,,,,,NCBP3,,GPRIN3,H2AFY,,FYN,,,HNRNPA2B1,,,DDX41,CLEC2D,,,,CREM,,,,,RPL37,,MYCBP2,,,,,,,,,,,VIM,,,,,MZT2A,,,,,,,,,,,,,,,,,,SRRM1,,,,IKZF1,PEBP1,,,,,,,DBNL,EXOC4,,,,,,,DENND1B,,,,,,,,INPP5D,
,,,,SLC25A26,,,,EMB,,SNX10,SCPEP1,SCAMP3,,,,,,,,,,,,KLRK1,SNHG3,HNRNPR,KPNB1,,SNW1,,DNAJB1,,MTHFD2L,MAFF,FAM32A,,,,PDAP1,,,,,,,NCOR1,,GPSM3,H2AFZ,,GADD45A,,,HNRNPC,,,DDX42,CLK1,,,,CRLF3,,,,,RPL39,,MYH9,,,,,,,,,,,WBP11,,,,,NAA38,,,,,,,,,,,,,,,,,,SRSF10,,,,IL2RB,PGRMC2,,,,,,,DCAF13,EXOSC6,,,,,,,DENND2D,,,,,,,,IQGAP2,
,,,,SLC25A46,,,,EML3,,SPPL3,SEC23A,SCYL2,,,,,,,,,,,,KMT2E,SNRNP27,HSPA9,KRT86,,SNX6,,DNAJC21,,NACA,MAGOH,FAM3C,,,,PDCD2,,,,,,,NCSTN,,GRPEL1,HDAC7,,GADD45B,,,HNRNPH2,,,DDX5,CLPP,,,,CRTC3,,,,,RPL39L,,NAA15,,,,,,,,,,,WDR45B,,,,,NCALD,,,,,,,,,,,,,,,,,,SRSF6,,,,IL7R,PHF3,,,,,,,DCXR,FAF1,,,,,,,DERL2,,,,,,,,IRF8,
,,,,SLU7,,,,ERGIC1,,SPTSSB,SEC31A,SEC22B,,,,,,,,,,,,LAIR2,SOD2,HSPE1,LAP3,,SP100,,DNM2,,NAP1L4,MAP4K5,FAR1,,,,PEX2,,,,,,,NDUFAF2,,GSAP,HDDC2,,GCH1,,,HP1BP3,,,DECR1,CLPTM1,,,,CSGALNACT2,,,,,RPL4,,NAA16,,,,,,,,,,,WDR82,,,,,NCL,,,,,,,,,,,,,,,,,,STAT1,,,,ILF2,PIGT,,,,,,,DDIT4,FAM50A,,,,,,,DFFA,,,,,,,,JAK1,
,,,,SMKR1,,,,ERGIC3,,SREBF2,SERPINB1,SETX,,,,,,,,,,,,LAMTOR4,SPHK2,HTATIP2,LDHA,,SP110,,DPF2,,NDUFS7,MCFD2,FBXO11,,,,PFN1,,,,,,,NDUFAF3,,GSE1,HERPUD2,,GDI2,,,HSPA5,,,DENR,CLPTM1L,,,,CSNK1A1,,,,,RPL6,,NABP1,,,,,,,,,,,XRCC5,,,,,NDUFAF3,,,,,,,,,,,,,,,,,,STAU2,,,,IP6K2,PLRG1,,,,,,,DDOST,FAM78A,,,,,,,DGKD,,,,,,,,JUND,
,,,,SNRPE,,,,ERH,,SRGN,SFPQ,SH2D2A,,,,,,,,,,,,LASP1,SPTBN1,ICAM3,LIG1,,SRP19,,DPP7,,NECAP2,MCL1,FBXO3,,,,PHF14,,,,,,,NDUFB4,,GSPT1,HEXB,,GHITM,,,HSPA8,,,DERL1,CLTC,,,,CSRP1,,,,,RPL8,,NCALD,,,,,,,,,,,YPEL1,,,,,NOP10,,,,,,,,,,,,,,,,,,SUN2,,,,ITGA5,PMVK,,,,,,,DDT,FAM89B,,,,,,,DGKZ,,,,,,,,KANSL1-AS1,
,,,,SNRPN,,,,EXOSC8,,ST3GAL1,SFT2D1,SH3BP2,,,,,,,,,,,,LAT2,SRGN,IFITM3,LIME1,,SRSF1,,DUS1L,,NFYB,MEPCE,FBXO32,,,,PHIP,,,,,,,NDUFC1,,GTF2A2,HMGB1,,GLRX5,,,ID1,,,DESI2,CMC1,,,,CTCF,,,,,RPL9,,NCLN,,,,,,,,,,,ZNF326,,,,,NR4A1,,,,,,,,,,,,,,,,,,SUPV3L1,,,,ITGB1,POLE3,,,,,,,DDX21,FBXL5,,,,,,,DGUOK,,,,,,,,KAT6B,
,,,,SNX6,,,,EZR,,TAF8,SH3BP2,SIN3A,,,,,,,,,,,,LGALS1,SRSF2,IFNGR1,LIMK1,,SYK,,DUSP11,,NGDN,MPC2,FDFT1,,,,PHTF1,,,,,,,NEDD8,,H2AFJ,HMGB2,,GLTP,,,ID2,,,DFFA,CMTM3,,,,CTDNEP1,,,,,RPP38,,NCOA7,,,,,,,,,,,ZNF350,,,,,NRBF2,,,,,,,,,,,,,,,,,,SYNCRIP,,,,ITPR1,POLR2K,,,,,,,DDX39B,FBXO6,,,,,,,DHRS4L2,,,,,,,,KDM5C,
,,,,SRSF5,,,,FAF1,,TAP2,SKAP1,SIPA1,,,,,,,,,,,,LINC01578,SRSF5,IFT27,LINC00299,,TAF12,,DYNC1H1,,NISCH,MR1,FDX1,,,,PIAS1,,,,,,,NFKBID,,H2AFV,HMGN1,,GNAI2,,,IDH3G,,,DHPS,CMTM6,,,,CTDP1,,,,,RPS12,,NOL11,,,,,,,,,,,ZNF511,,,,,NSMCE4A,,,,,,,,,,,,,,,,,,TAX1BP1,,,,IWS1,POMP,,,,,,,DDX49,FBXW5,,,,,,,DHX30,,,,,,,,KIAA0319L,
,,,,SRSF7,,,,FAM117A,,TAX1BP1,SLC16A3,SLBP,,,,,,,,,,,,LLPH,SRSF7,ILF3,LMBR1L,,TBC1D14,,DYNC1LI1,,NME2,MRFAP1,FIP1L1,,,,PIM3,,,,,,,NKIRAS2,,HDGF,HNRNPA0,,GNAI3,,,IFI16,,,DHX8,CNDP2,,,,CTNNBIP1,,,,,RPS13,,NOL12,,,,,,,,,,,,,,,,NUDT14,,,,,,,,,,,,,,,,,,TCF7,,,,JADE1,PPIA,,,,,,,DDX50,FIBP,,,,,,,DIAPH1,,,,,,,,KIAA2013,
,,,,SUPT3H,,,,FAM214A,,TCHP,SLC2A4RG,SLC25A3,,,,,,,,,,,,LMAN1,STARD3NL,IRF7,LPXN,,TBC1D20,,DYNLL2,,NMRAL1,MRPL45,FKBP1A,,,,PLCG2,,,,,,,NKTR,,HEBP2,HNRNPA1,,GNAS,,,IFI35,,,DMAP1,CNOT6L,,,,CTR9,,,,,RPS17,,NPRL2,,,,,,,,,,,,,,,,NUTF2,,,,,,,,,,,,,,,,,,TECR,,,,JAK1,PPIB,,,,,,,DECR1,FIS1,,,,,,,DIP2A,,,,,,,,KLHDC2,
,,,,SZRD1,,,,FAM50A,,TIMM13,SLC35A3,SLC35A4,,,,,,,,,,,,LMAN2,STAT6,IRF9,LY6E,,TBK1,,DZIP3,,NOM1,MRPS22,FKBP2,,,,PLEKHF2,,,,,,,NLRC3,,HEIH,HNRNPA2B1,,GNB2,,,IFI44L,,,DNAJA1,CNOT7,,,,CUL1,,,,,RPS18,,NUDT1,,,,,,,,,,,,,,,,NUTM2B-AS1,,,,,,,,,,,,,,,,,,THOC2,,,,JOSD2,PPP1CB,,,,,,,DEK,FLNA,,,,,,,DNAJA1,,,,,,,,KLRC1,
,,,,TAF8,,,,FAM76B,,TIMM44,SMG1,SLF1,,,,,,,,,,,,LRP10,STK38,ISCA1,LYRM1,,TBPL1,,EDEM2,,NOSIP,MTDH,FKBP4,,,,PNKP,,,,,,,NMI,,HERPUD2,HNRNPA3,,GOLGA8B,,,IFI6,,,DNAJB1,CNPPD1,,,,CUL3,,,,,RPS19,,NUDT3,,,,,,,,,,,,,,,,ODF2L,,,,,,,,,,,,,,,,,,TIA1,,,,JUND,PPP2R3C,,,,,,,DERA,FNDC3B,,,,,,,DNAJA2,,,,,,,,KMT2E-AS1,
,,,,TANK,,,,FBXL15,,TMBIM1,SMG7,SLK,,,,,,,,,,,,LSP1,SUMF2,ISG15,LYRM2,,TBXAS1,,EFCAB2,,NPM1,MYADM,FLI1,,,,POLDIP3,,,,,,,NOSIP,,HGSNAT,HNRNPF,,GPATCH2L,,,IFITM1,,,DNAJB9,CNPY3,,,,CYHR1,,,,,RPS21,,NUTM2B-AS1,,,,,,,,,,,,,,,,OLA1,,,,,,,,,,,,,,,,,,TKT,,,,KANSL1,PRADC1,,,,,,,DHPS,FOPNL,,,,,,,DNAJB1,,,,,,,,KTI12,
,,,,TAZ,,,,FBXO11,,TMEM106B,SNW1,SLTM,,,,,,,,,,,,LUC7L2,SYTL1,IST1,LZIC,,TGOLN2,,EFHD2,,NPRL2,MYLIP,FN3KRP,,,,POLR2G,,,,,,,NRDE2,,HIPK1,HNRNPK,,GRK2,,,IFITM2,,,DNAJC1,COA6,,,,CYTH1,,,,,RPS23,,ODF2L,,,,,,,,,,,,,,,,OXLD1,,,,,,,,,,,,,,,,,,TM2D3,,,,KAT6B,PRPF38B,,,,,,,DHRS1,FPGS,,,,,,,DNAJB6,,,,,,,,LAGE3,
,,,,TBC1D14,,,,FBXW4,,TMEM147,SOCS2,SPOCK2,,,,,,,,,,,,LY6E,TAF1D,ITM2A,MAGOH,,TIMM17B,,EFR3A,,NRBP1,MZF1-AS1,FNBP1,,,,POP5,,,,,,,NSD1,,HMGB2,HNRNPR,,GRK6,,,IFITM3,,,DNAJC3,COMMD3,,,,DAD1,,,,,RPS25,,OSTC,,,,,,,,,,,,,,,,PAFAH2,,,,,,,,,,,,,,,,,,TMEM123,,,,KATNBL1,PRPS2,,,,,,,DHRS7,FUNDC2,,,,,,,DNAJC3,,,,,,,,LAMP2,
